StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,attn_check_1,attn_check_2,attn_check_3_1,attn_check_3_2,attn_check_3_3,attn_check_4,WW_det_identity_1_1,WW_det_identity_2_1,WW_det_identity_3_1,WW_det_identity_telo_1,WW_det_prediction_1,WW_det_prediction_es_1,WW_det_prediction_te_1,WW_det_prediction_ca_1,WW_det_comp_prev,WW_det_comp_1,WW_det_comp_2,WW_imp_identity_1_1,WW_imp_identity_2_1,WW_imp_identity_3_1,WW_imp_identity_telo_1,WW_imp_prediction_1,WW_imp_prediction_es_1,WW_imp_prediction_te_1,WW_imp_prediction_ca_1,WW_imp_comp_prev,WW_imp_comp_1,WW_imp_comp_2,BL_det_identity_1_1,BL_det_identity_2_1,BL_det_identity_3_1,BL_det_identity_telo_1,BL_det_prediction_1,BL_det_prediction_es_1,BL_det_prediction_te_1,BL_det_prediction_ca_1,BL_det_comp_prev,BL_det_comp_1,BL_det_comp_2,BL_imp_identity_1_1,BL_imp_identity_2_1,BL_imp_identity_3_1,BL_imp_identity_telo_1,BL_imp_prediction_1,BL_imp_prediction_es_1,BL_imp_prediction_te_1,BL_imp_prediction_ca_1,BL_imp_comp_prev,BL_imp_comp_1,BL_imp_comp_2,WC_det_identity_1_1,WC_det_identity_2_1,WC_det_identity_3_1,WC_det_identity_telo_1,WC_det_prediction_1,WC_det_prediction_es_1,WC_det_prediction_te_1,WC_det_prediction_ca_1,WC_det_comp_prev,WC_det_comp_1,WC_det_comp_2,WC_imp_identity_1_1,WC_imp_identity_2_1,WC_imp_identity_3_1,WC_imp_identity_telo_1,WC_imp_prediction_1,WC_imp_prediction_es_1,WC_imp_prediction_te_1,WC_imp_prediction_ca_1,WC_imp_comp_prev,WC_imp_comp_1,WC_imp_comp_2,AM_det_identity_1_1,AM_det_identity_2_1,AM_det_identity_3_1,AM_det_identity_telo_1,AM_det_prediction_1,AM_det_prediction_es_1,AM_det_prediction_te_1,AM_det_prediction_ca_1,AM_det_comp_prev,AM_det_comp_1,AM_det_comp_2,AM_imp_identity_1_1,AM_imp_identity_2_1,AM_imp_identity_3_1,AM_imp_identity_telo_1,AM_imp_prediction_1,AM_imp_prediction_es_1,AM_imp_prediction_te_1,AM_imp_prediction_ca_1,AM_imp_comp_prev,AM_imp_comp_1,AM_imp_comp_2,TC_det_identity_1_1,TC_det_identity_2_1,TC_det_identity_3_1,TC_det_identity_telo_1,TC_det_prediction_1,TC_det_prediction_es_1,TC_det_prediction_te_1,TC_det_prediction_ca_1,TC_det_comp_prev,TC_det_comp_1,TC_det_comp_2,TC_imp_identity_1_1,TC_imp_identity_2_1,TC_imp_identity_3_1,TC_imp_identity_telo_1,TC_imp_prediction_1,TC_imp_prediction_es_1,TC_imp_prediction_te_1,TC_imp_prediction_ca_1,TC_imp_comp_prev,TC_imp_comp_1,TC_imp_comp_2,RO_det_identity_1_1,RO_det_identity_2_1,RO_det_identity_3_1,RO_det_identity_telo_1,RO_det_prediction_1,RO_det_prediction_es_1,RO_det_prediction_te_1,RO_det_prediction_ca_1,RO_det_comp_prev,RO_det_comp_1,RO_det_comp_2,RO_imp_identity_1_1,RO_imp_identity_2_1,RO_imp_identity_3_1,RO_det_identity_telo_1,RO_imp_prediction_1,RO_imp_prediction_es_1,RO_imp_prediction_te_1,RO_imp_prediction_ca_1,RO_imp_comp_prev,RO_imp_comp_1,RO_imp_comp_2,BT_det_identity_1_1,BT_det_identity_2_1,BT_det_identity_3_1,BT_det_identity_telo_1,BT_det_prediction_1,BT_det_prediction_es_1,BT_det_prediction_te_1,BT_det_prediction_ca_1,BT_det_comp_prev,BT_det_comp_1,BT_det_comp_2,BT_imp_identity_1_1,BT_imp_identity_2_1,BT_imp_identity_3_1,BT_imp_identity_telo_1,BT_imp_prediction_1,BT_imp_prediction_es_1,BT_imp_prediction_te_1,BT_imp_prediction_ca_1,BT_imp_comp_prev,BT_imp_comp_1,BT_imp_comp_2,DL_det_identity_1_1,DL_det_identity_2_1,DL_det_identity_3_1,DL_det_identity_telo_1,DL_det_prediction_1,DL_det_prediction_es_1,DL_det_prediction_te_1,DL_det_prediction_ca_1,DL_det_comp_prev,DL_det_comp_1,DL_det_comp_2,DL_imp_identity_1_1,DL_imp_identity_2_1,DL_imp_identity_3_1,DL_imp_identity_telo_1,DL_imp_prediction_1,DL_imp_prediction_es_1,DL_imp_prediction_te_1,DL_imp_prediction_ca_1,DL_imp_comp_prev,DL_imp_comp_1,DL_imp_comp_2,psych_glibness_1,psych_grandiose_1,psych_path_liar_1,psych_con_manip_1,psych_remorse_1,psych_shallow_affect_1,psych_callous_1,psych_parasitism_1,psych_control_behav_1,psych_goals_1,psych_impulse_1,psych_irresponsible_1,psych_responsible_1,psych_same_offense_1,psych_criminal_1,politics_1,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,StudyID,FL_6_DO,FL_103_DO,FL_98_DO,FL_93_DO,FL_88_DO,FL_83_DO,FL_78_DO,FL_73_DO,FL_68_DO,FL_63_DO,FL_58_DO,FL_53_DO,FL_48_DO,FL_43_DO,FL_38_DO,FL_33_DO,FL_27_DO,"WestWinter,Deteriorate,IdentityMeasures_DO","WestWinter,Deteriorate,PredictionMeasures_DO","WestWinter,Improve,IdentityMeasures_DO","WestWinter,Improve,PredictionMeasures_DO","BrighterLab,Deteriorate,IdentityMeasures_DO","BrighterLab,Deteriorate,PredictionMeasures_DO","BrighterLab,Improve,IdentityMeasures_DO","BrighterLab,Improve,PredictionMeasures_DO","WonderlandClothing,Deteriorate,IdentityMeasures_DO","WonderlandClothing,Deteriorate,PredictionMeasures_DO","WonderlandClothing,Improve,IdentityMeasures_DO","WonderlandClothing,Improve,PredictionMeasures_DO","AccessMine,Deteriorate,IdentityMeasures_DO","AccessMine,Deteriorate,PredictionMeasures_DO","AccessMine,Improve,IdentityMeasures_DO","AccessMine,Improve,PredictionMeasures_DO","Tecigo,Deteriorate,IdentityMeasures_DO","Tecigo,Deteriorate,PredictionMeasures_DO","Tecigo,Improve,IdentityMeasures_DO","Tecigo,Improve,PredictionMeasures_DO","RoyalOil,Deteriorate,IdentityMeasures_DO","RoyalOil,Deteriorate,PredictionMeasures_DO","RoyalOil,Improve,IdentityMeasures_DO","RoyalOil,Improve,PredictionMeasures_DO","BluewaterTobacco,Deteriorate,IdentityMeasures_DO","BluewaterTobacco,Deteriorate,PredictionMeasures_DO","BluewaterTobacco,Improve,IdentityMeasures_DO","BluewaterTobacco,Improve,PredictionMeasures_DO","DocLips,Deteriorate,IdentityMeasures_DO","DocLips,Deteriorate,PredictionMeasures_DO","DocLips,Improve,IdentityMeasures_DO","DocLips,Improve,PredictionMeasures_DO",PsychopathyMeasures_DO
5/22/23 9:50,5/22/23 9:53,0,100,188,1,5/22/23 9:53,R_aaPe9oFdCprA1gJ,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,58,55,100,100,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,100,57,88,77,63,60,54,58,31,58,48,79,71,56,10,2,,1,,32,2,,,cmc_e3,FL_12,,"WestWinter,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_identity_telo|WW_imp_identity_2|WW_imp_identity_1|WW_imp_identity_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:53,0,100,270,1,5/22/23 9:53,R_2E9R8Hu42pEqtFk,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,30,72,70,90,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,92,87,82,82,75,92,92,92,100,70,97,95,95,85,19,1,,1,,25,4,,,cmc_e3,FL_12,,"WestWinter,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_prediction_te|WW_imp_prediction_ca|WW_imp_prediction_es|WW_imp_prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:50,5/22/23 9:53,0,100,199,1,5/22/23 9:53,R_2B4dHIUBk8mJzEc,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,100,100,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,51,94,100,60,59,66,57,33,85,63,75,34,60,100,2,,1,,53,3,,,cmc_e3,FL_19,,,,,,,,,"Tecigo,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,TC_det_vig|TC_det_prediction|TC_det_prediction_te|TC_det_prediction_ca|TC_det_prediction_es,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:49,5/22/23 9:53,0,100,207,1,5/22/23 9:53,R_3jVyQjGxzSiMbxH,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,87,100,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,93,94,93,83,83,91,99,62,60,53,91,90,95,100,16,1,,1,,38,6,,,cmc_e3,FL_23,,,,,,,,,,,,,"BluewaterTobacco,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,BT_det_vig|BT_det_identity_2|BT_det_identity_telo|BT_det_identity_1|BT_det_identity_3,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:53,0,100,288,1,5/22/23 9:53,R_1GVcrrf3vt6EoMo,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,50,43,53,46,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,51,34,38,55,36,32,56,36,45,30,58,38,35,64,1,,1,,20,3,,,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_identity_2|BL_det_identity_3|BL_det_identity_telo|BL_det_identity_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:53,0,100,288,1,5/22/23 9:53,R_3frezxVSI9NOkrH,anonymous,EN,1,2,2,,,,,18,25,53,84,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,51,50,69,79,73,70,90,76,80,85,80,76,77,80,88,1,,1,,44,2,,,cmc_e3,FL_11,"WestWinter,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,WW_det_vig|WW_det_identity_telo|WW_det_identity_3|WW_det_identity_1|WW_det_identity_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:49,5/22/23 9:53,0,100,240,1,5/22/23 9:53,R_2CjQ4QfdwvKeSvQ,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,99,83,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,84,85,84,29,78,87,85,70,57,69,78,81,80,60,,2,,1,,52,5,,,cmc_e3,FL_20,,,,,,,,,,"Tecigo,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,TC_imp_vig|TC_imp_identity_2|TC_imp_identity_1|TC_imp_identity_3|TC_imp_identity_telo,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:53,0,100,334,1,5/22/23 9:53,R_5AORj9N15R043XH,anonymous,EN,1,2,2,,,,,,,,,50,50,50,50,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50,50,64,24,50,50,50,50,50,50,50,50,50,50,50,1,,2,,25,5,,,cmc_e3,FL_11,"WestWinter,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,WW_det_vig|WW_det_prediction_es|WW_det_prediction|WW_det_prediction_ca|WW_det_prediction_te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:51,5/22/23 9:53,0,100,152,1,5/22/23 9:53,R_2YLZDW3fuIomoYA,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,36,90,100,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,68,81,72,84,69,70,87,68,51,67,81,68,69,69,36,2,,3,,33,5,,,cmc_e3,FL_22,,,,,,,,,,,,"RoyalOil,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,RO_imp_vig|RO_imp_prediction_ca|RO_imp_prediction_es|RO_imp_prediction|RO_imp_prediction_te,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:50,5/22/23 9:53,0,100,212,1,5/22/23 9:53,R_2VeHb1xGSkmhIut,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,81,71,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,50,50,57,63,71,76,75,50,50,50,55,55,55,95,50,1,,3,,37,4,,N/A,cmc_e3,FL_18,,,,,,,,"AccessMine,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,AM_imp_vig|AM_imp_identity_2|AM_imp_identity_1|AM_imp_identity_3|AM_imp_identity_telo,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:54,0,100,327,1,5/22/23 9:54,R_bpAXUGlGe2G0Zb3,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,10,10,80,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,80,80,29,91,100,100,51,20,61,80,80,100,10,1,,1,,36,6,,,cmc_e3,FL_12,,"WestWinter,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_identity_telo|WW_imp_identity_1|WW_imp_identity_3|WW_imp_identity_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:50,5/22/23 9:54,0,100,187,1,5/22/23 9:54,R_pSFv9U1FJh0Mjtf,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,77,96,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,100,100,100,93,99,100,98,51,32,77,100,70,94,0,2,,2,,34,4,,,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_identity_telo|BL_det_identity_2|BL_det_identity_1|BL_det_identity_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:49,5/22/23 9:54,0,100,312,1,5/22/23 9:54,R_3GrN1L4DkkpJNHv,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,100,97,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,87,49,62,71,67,74,70,85,59,42,50,53,60,60,23,2,,1,,74,5,,,cmc_e3,FL_21,,,,,,,,,,,"RoyalOil,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,RO_det_vig|RO_det_identity_telo|RO_det_identity_1|RO_det_identity_3|RO_det_identity_2,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:54,0,100,353,1,5/22/23 9:54,R_1l9sa7DJS6aA85K,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,100,100,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,91,96,99,97,92,100,91,79,24,56,91,83,99,25,2,,1,,55,6,,,cmc_e3,FL_14,,,,"BrighterLab,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,BL_imp_vig|BL_imp_identity_3|BL_imp_identity_1|BL_imp_identity_telo|BL_imp_identity_2,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:47,5/22/23 9:54,0,100,439,1,5/22/23 9:54,R_1flJKjtbjx550Qh,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,75,100,98,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,72,98,95,90,71,70,81,51,19,51,60,92,91,66,36,1,,2,,36,3,,,cmc_e3,FL_17,,,,,,,"AccessMine,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,AM_det_vig|AM_det_prediction_es|AM_det_prediction|AM_det_prediction_ca|AM_det_prediction_te,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:54,0,100,377,1,5/22/23 9:54,R_27pOsRuLPtZTSod,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,10,80,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,75,50,50,80,72,75,75,24,21,22,69,67,51,90,20,2,,3,,56,5,,,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_identity_3|BL_det_identity_2|BL_det_identity_telo|BL_det_identity_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:49,5/22/23 9:54,0,100,310,1,5/22/23 9:54,R_2YJ6FOzid4vIgmS,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,100,100,2,5,2,50,80,40,60,50,75,68,70,50,40,40,39,49,32,50,6,2,,1,,62,3,,,cmc_e3,FL_26,,,,,,,,,,,,,,,,"DocLips,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL_imp_vig|DL_imp_prediction_te|DL_imp_prediction|DL_imp_prediction_ca|DL_imp_prediction_es,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:48,5/22/23 9:54,0,100,393,1,5/22/23 9:54,R_12G7A5ZmPvw9MIa,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,100,50,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,100,100,0,100,100,100,0,0,100,100,100,100,100,50,2,,2,,26,4,,,cmc_e3,FL_18,,,,,,,,"AccessMine,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,AM_imp_vig|AM_imp_identity_3|AM_imp_identity_1|AM_imp_identity_2|AM_imp_identity_telo,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:47,5/22/23 9:55,0,100,459,1,5/22/23 9:55,R_2D6mib6OQ59YRVe,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,4,1,100,100,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,99,50,92,99,97,92,90,72,50,29,72,92,80,81,50,2,,1,,67,5,,Corporate America has ceded its soul to greed. Our nation is so much the worse because of that. ,cmc_e3,FL_12,,"WestWinter,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_identity_2|WW_imp_identity_3|WW_imp_identity_telo|WW_imp_identity_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
